label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
empty-shelf,365,510,72,17,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.8d49f18525c4a2bc132121766e5f2426.jpg,640,640
empty-shelf,556,291,75,32,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.8d49f18525c4a2bc132121766e5f2426.jpg,640,640
empty-shelf,548,233,78,28,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.8d49f18525c4a2bc132121766e5f2426.jpg,640,640
empty-shelf,552,129,75,34,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.8d49f18525c4a2bc132121766e5f2426.jpg,640,640
empty-shelf,163,382,32,24,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.8d49f18525c4a2bc132121766e5f2426.jpg,640,640
empty-shelf,455,268,68,28,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.8ed0c26478060f4e584ce669afb5acbd.jpg,640,640
empty-shelf,373,280,74,26,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.8ed0c26478060f4e584ce669afb5acbd.jpg,640,640
empty-shelf,367,139,66,35,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.8ed0c26478060f4e584ce669afb5acbd.jpg,640,640
empty-shelf,294,276,49,42,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.8ed0c26478060f4e584ce669afb5acbd.jpg,640,640
empty-shelf,283,115,61,22,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.8ed0c26478060f4e584ce669afb5acbd.jpg,640,640
empty-shelf,401,47,36,60,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.8ed0c26478060f4e584ce669afb5acbd.jpg,640,640
empty-shelf,362,347,74,21,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.8ed0c26478060f4e584ce669afb5acbd.jpg,640,640
empty-shelf,370,505,65,22,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.8ed0c26478060f4e584ce669afb5acbd.jpg,640,640
empty-shelf,461,169,73,29,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.8ed0c26478060f4e584ce669afb5acbd.jpg,640,640
empty-shelf,551,133,69,31,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.8ed0c26478060f4e584ce669afb5acbd.jpg,640,640
empty-shelf,554,294,70,27,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.8ed0c26478060f4e584ce669afb5acbd.jpg,640,640
empty-shelf,557,237,61,33,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.8ed0c26478060f4e584ce669afb5acbd.jpg,640,640
empty-shelf,455,628,71,12,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.8ed0c26478060f4e584ce669afb5acbd.jpg,640,640
empty-shelf,64,117,109,30,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.b16650c3e7841b3b44f9831b6021f86a.jpg,640,640
empty-shelf,137,221,30,48,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.b16650c3e7841b3b44f9831b6021f86a.jpg,640,640
empty-shelf,117,301,25,59,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.b16650c3e7841b3b44f9831b6021f86a.jpg,640,640
empty-shelf,158,298,25,56,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.b16650c3e7841b3b44f9831b6021f86a.jpg,640,640
empty-shelf,278,301,40,48,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.b16650c3e7841b3b44f9831b6021f86a.jpg,640,640
empty-shelf,252,207,45,66,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.b16650c3e7841b3b44f9831b6021f86a.jpg,640,640
empty-shelf,180,374,38,59,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.b16650c3e7841b3b44f9831b6021f86a.jpg,640,640
empty-shelf,264,130,38,58,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.b16650c3e7841b3b44f9831b6021f86a.jpg,640,640
empty-shelf,126,27,38,62,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.b16650c3e7841b3b44f9831b6021f86a.jpg,640,640
empty-shelf,236,34,27,44,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.b16650c3e7841b3b44f9831b6021f86a.jpg,640,640
empty-shelf,292,45,30,37,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.b16650c3e7841b3b44f9831b6021f86a.jpg,640,640
empty-shelf,352,271,108,180,162c2ec7-aa1d-465b-8364-b4d96a686b3a_jpg.rf.5403c0f0d58c8babee1e03850dea0f85.jpg,640,640
empty-shelf,477,270,77,160,162c2ec7-aa1d-465b-8364-b4d96a686b3a_jpg.rf.5403c0f0d58c8babee1e03850dea0f85.jpg,640,640
empty-shelf,18,27,72,56,162c2ec7-aa1d-465b-8364-b4d96a686b3a_jpg.rf.5403c0f0d58c8babee1e03850dea0f85.jpg,640,640
empty-shelf,239,282,71,161,162c2ec7-aa1d-465b-8364-b4d96a686b3a_jpg.rf.5403c0f0d58c8babee1e03850dea0f85.jpg,640,640
empty-shelf,123,267,112,164,162c2ec7-aa1d-465b-8364-b4d96a686b3a_jpg.rf.5403c0f0d58c8babee1e03850dea0f85.jpg,640,640
empty-shelf,429,489,152,151,162c2ec7-aa1d-465b-8364-b4d96a686b3a_jpg.rf.5403c0f0d58c8babee1e03850dea0f85.jpg,640,640
empty-shelf,111,258,224,188,162c2ec7-aa1d-465b-8364-b4d96a686b3a_jpg.rf.7129355ee562664d66cfe20534d1e2a3.jpg,640,640
empty-shelf,348,259,128,174,162c2ec7-aa1d-465b-8364-b4d96a686b3a_jpg.rf.7129355ee562664d66cfe20534d1e2a3.jpg,640,640
empty-shelf,484,258,69,177,162c2ec7-aa1d-465b-8364-b4d96a686b3a_jpg.rf.7129355ee562664d66cfe20534d1e2a3.jpg,640,640
empty-shelf,8,24,99,81,162c2ec7-aa1d-465b-8364-b4d96a686b3a_jpg.rf.7129355ee562664d66cfe20534d1e2a3.jpg,640,640
empty-shelf,427,490,146,150,162c2ec7-aa1d-465b-8364-b4d96a686b3a_jpg.rf.7129355ee562664d66cfe20534d1e2a3.jpg,640,640
empty-shelf,5,20,94,71,162c2ec7-aa1d-465b-8364-b4d96a686b3a_jpg.rf.ab9f9276175fbe8027eb0da61de965c6.jpg,640,640
empty-shelf,349,259,123,170,162c2ec7-aa1d-465b-8364-b4d96a686b3a_jpg.rf.ab9f9276175fbe8027eb0da61de965c6.jpg,640,640
empty-shelf,487,268,77,166,162c2ec7-aa1d-465b-8364-b4d96a686b3a_jpg.rf.ab9f9276175fbe8027eb0da61de965c6.jpg,640,640
empty-shelf,135,273,180,159,162c2ec7-aa1d-465b-8364-b4d96a686b3a_jpg.rf.ab9f9276175fbe8027eb0da61de965c6.jpg,640,640
empty-shelf,433,500,147,128,162c2ec7-aa1d-465b-8364-b4d96a686b3a_jpg.rf.ab9f9276175fbe8027eb0da61de965c6.jpg,640,640
empty-shelf,327,340,35,45,18259295-cfd5-4ccb-a634-404381a1f196_jpg.rf.2a3a285df97b4c5972a322493af9e8c6.jpg,640,640
empty-shelf,276,336,24,53,18259295-cfd5-4ccb-a634-404381a1f196_jpg.rf.2a3a285df97b4c5972a322493af9e8c6.jpg,640,640
empty-shelf,326,519,40,36,18259295-cfd5-4ccb-a634-404381a1f196_jpg.rf.2a3a285df97b4c5972a322493af9e8c6.jpg,640,640
empty-shelf,139,521,40,34,18259295-cfd5-4ccb-a634-404381a1f196_jpg.rf.2a3a285df97b4c5972a322493af9e8c6.jpg,640,640
empty-shelf,215,529,104,29,18259295-cfd5-4ccb-a634-404381a1f196_jpg.rf.2a3a285df97b4c5972a322493af9e8c6.jpg,640,640
empty-shelf,273,454,120,43,18259295-cfd5-4ccb-a634-404381a1f196_jpg.rf.2a3a285df97b4c5972a322493af9e8c6.jpg,640,640
empty-shelf,513,447,67,42,18259295-cfd5-4ccb-a634-404381a1f196_jpg.rf.2a3a285df97b4c5972a322493af9e8c6.jpg,640,640
empty-shelf,546,370,34,51,18259295-cfd5-4ccb-a634-404381a1f196_jpg.rf.2a3a285df97b4c5972a322493af9e8c6.jpg,640,640
empty-shelf,541,203,13,31,18259295-cfd5-4ccb-a634-404381a1f196_jpg.rf.2a3a285df97b4c5972a322493af9e8c6.jpg,640,640
empty-shelf,2,271,39,51,18259295-cfd5-4ccb-a634-404381a1f196_jpg.rf.2a3a285df97b4c5972a322493af9e8c6.jpg,640,640
empty-shelf,50,340,42,49,18259295-cfd5-4ccb-a634-404381a1f196_jpg.rf.2a3a285df97b4c5972a322493af9e8c6.jpg,640,640
empty-shelf,0,343,36,45,18259295-cfd5-4ccb-a634-404381a1f196_jpg.rf.2a3a285df97b4c5972a322493af9e8c6.jpg,640,640
empty-shelf,86,324,40,45,18259295-cfd5-4ccb-a634-404381a1f196_jpg.rf.aae9ee50b47fda8d45e159f9fa6a8136.jpg,640,640
empty-shelf,254,284,52,125,18259295-cfd5-4ccb-a634-404381a1f196_jpg.rf.aae9ee50b47fda8d45e159f9fa6a8136.jpg,640,640
empty-shelf,322,4,40,92,18259295-cfd5-4ccb-a634-404381a1f196_jpg.rf.aae9ee50b47fda8d45e159f9fa6a8136.jpg,640,640
empty-shelf,260,56,36,38,18259295-cfd5-4ccb-a634-404381a1f196_jpg.rf.aae9ee50b47fda8d45e159f9fa6a8136.jpg,640,640
empty-shelf,90,137,32,56,18259295-cfd5-4ccb-a634-404381a1f196_jpg.rf.aae9ee50b47fda8d45e159f9fa6a8136.jpg,640,640
empty-shelf,394,355,37,61,18259295-cfd5-4ccb-a634-404381a1f196_jpg.rf.aae9ee50b47fda8d45e159f9fa6a8136.jpg,640,640
empty-shelf,283,340,104,46,18259295-cfd5-4ccb-a634-404381a1f196_jpg.rf.d51e0c2ee3731252d114379491f6173d.jpg,640,640
empty-shelf,3,272,90,50,18259295-cfd5-4ccb-a634-404381a1f196_jpg.rf.d51e0c2ee3731252d114379491f6173d.jpg,640,640
empty-shelf,57,345,30,36,18259295-cfd5-4ccb-a634-404381a1f196_jpg.rf.d51e0c2ee3731252d114379491f6173d.jpg,640,640
empty-shelf,137,523,236,38,18259295-cfd5-4ccb-a634-404381a1f196_jpg.rf.d51e0c2ee3731252d114379491f6173d.jpg,640,640
empty-shelf,362,217,53,50,18259295-cfd5-4ccb-a634-404381a1f196_jpg.rf.d51e0c2ee3731252d114379491f6173d.jpg,640,640
empty-shelf,12,207,52,39,18259295-cfd5-4ccb-a634-404381a1f196_jpg.rf.d51e0c2ee3731252d114379491f6173d.jpg,640,640
empty-shelf,65,61,89,166,189a7225-2e1c-406f-9c0d-c99eedf485af_jpg.rf.2e45e2453bf464c0b30cd822ebaadb3a.jpg,640,640
empty-shelf,71,249,78,45,189a7225-2e1c-406f-9c0d-c99eedf485af_jpg.rf.2e45e2453bf464c0b30cd822ebaadb3a.jpg,640,640
empty-shelf,181,20,62,82,189a7225-2e1c-406f-9c0d-c99eedf485af_jpg.rf.2e45e2453bf464c0b30cd822ebaadb3a.jpg,640,640
empty-shelf,170,533,100,54,189a7225-2e1c-406f-9c0d-c99eedf485af_jpg.rf.2e45e2453bf464c0b30cd822ebaadb3a.jpg,640,640
empty-shelf,108,573,38,63,189a7225-2e1c-406f-9c0d-c99eedf485af_jpg.rf.2e45e2453bf464c0b30cd822ebaadb3a.jpg,640,640
empty-shelf,332,451,25,91,189a7225-2e1c-406f-9c0d-c99eedf485af_jpg.rf.2e45e2453bf464c0b30cd822ebaadb3a.jpg,640,640
empty-shelf,306,581,48,45,189a7225-2e1c-406f-9c0d-c99eedf485af_jpg.rf.2e45e2453bf464c0b30cd822ebaadb3a.jpg,640,640
empty-shelf,385,518,39,54,189a7225-2e1c-406f-9c0d-c99eedf485af_jpg.rf.2e45e2453bf464c0b30cd822ebaadb3a.jpg,640,640
empty-shelf,359,68,24,59,189a7225-2e1c-406f-9c0d-c99eedf485af_jpg.rf.2e45e2453bf464c0b30cd822ebaadb3a.jpg,640,640
empty-shelf,488,396,91,187,189a7225-2e1c-406f-9c0d-c99eedf485af_jpg.rf.ad30c473fe12066e5f3ce80f621f03ae.jpg,640,640
empty-shelf,379,522,93,91,189a7225-2e1c-406f-9c0d-c99eedf485af_jpg.rf.ad30c473fe12066e5f3ce80f621f03ae.jpg,640,640
empty-shelf,255,527,38,29,189a7225-2e1c-406f-9c0d-c99eedf485af_jpg.rf.ad30c473fe12066e5f3ce80f621f03ae.jpg,640,640
empty-shelf,212,481,56,29,189a7225-2e1c-406f-9c0d-c99eedf485af_jpg.rf.ad30c473fe12066e5f3ce80f621f03ae.jpg,640,640
empty-shelf,165,436,34,52,189a7225-2e1c-406f-9c0d-c99eedf485af_jpg.rf.ad30c473fe12066e5f3ce80f621f03ae.jpg,640,640
empty-shelf,55,143,70,54,189a7225-2e1c-406f-9c0d-c99eedf485af_jpg.rf.ad30c473fe12066e5f3ce80f621f03ae.jpg,640,640
empty-shelf,81,490,210,86,189a7225-2e1c-406f-9c0d-c99eedf485af_jpg.rf.e38a0988fa5eb1272f8c47acd7b78283.jpg,640,640
empty-shelf,514,374,66,93,189a7225-2e1c-406f-9c0d-c99eedf485af_jpg.rf.e38a0988fa5eb1272f8c47acd7b78283.jpg,640,640
empty-shelf,587,503,47,34,189a7225-2e1c-406f-9c0d-c99eedf485af_jpg.rf.e38a0988fa5eb1272f8c47acd7b78283.jpg,640,640
empty-shelf,18,399,86,62,189a7225-2e1c-406f-9c0d-c99eedf485af_jpg.rf.e38a0988fa5eb1272f8c47acd7b78283.jpg,640,640
empty-shelf,144,336,44,13,189a7225-2e1c-406f-9c0d-c99eedf485af_jpg.rf.e38a0988fa5eb1272f8c47acd7b78283.jpg,640,640
empty-shelf,0,3,120,149,2185caa3-8fcb-41c7-8137-2732d873b60d_jpg.rf.96565ed797697f54d0d81a61e69428d2.jpg,640,640
empty-shelf,161,229,113,195,2185caa3-8fcb-41c7-8137-2732d873b60d_jpg.rf.96565ed797697f54d0d81a61e69428d2.jpg,640,640
empty-shelf,485,537,68,83,2185caa3-8fcb-41c7-8137-2732d873b60d_jpg.rf.96565ed797697f54d0d81a61e69428d2.jpg,640,640
empty-shelf,56,432,110,129,232746a9-90e3-4b1d-a7f0-eb62d57ff556_jpg.rf.01e809695abfc29198cc15ff9910bf5b.jpg,640,640
empty-shelf,296,421,98,125,232746a9-90e3-4b1d-a7f0-eb62d57ff556_jpg.rf.01e809695abfc29198cc15ff9910bf5b.jpg,640,640
empty-shelf,320,290,103,86,232746a9-90e3-4b1d-a7f0-eb62d57ff556_jpg.rf.01e809695abfc29198cc15ff9910bf5b.jpg,640,640
empty-shelf,562,282,78,99,232746a9-90e3-4b1d-a7f0-eb62d57ff556_jpg.rf.01e809695abfc29198cc15ff9910bf5b.jpg,640,640
empty-shelf,210,6,61,56,232746a9-90e3-4b1d-a7f0-eb62d57ff556_jpg.rf.01e809695abfc29198cc15ff9910bf5b.jpg,640,640
empty-shelf,475,24,71,78,232746a9-90e3-4b1d-a7f0-eb62d57ff556_jpg.rf.01e809695abfc29198cc15ff9910bf5b.jpg,640,640
empty-shelf,429,270,103,64,232746a9-90e3-4b1d-a7f0-eb62d57ff556_jpg.rf.49881de0d847d70efe49b3a9ce171844.jpg,640,640
empty-shelf,443,489,138,81,232746a9-90e3-4b1d-a7f0-eb62d57ff556_jpg.rf.49881de0d847d70efe49b3a9ce171844.jpg,640,640
empty-shelf,150,434,85,49,232746a9-90e3-4b1d-a7f0-eb62d57ff556_jpg.rf.49881de0d847d70efe49b3a9ce171844.jpg,640,640
empty-shelf,264,268,129,59,232746a9-90e3-4b1d-a7f0-eb62d57ff556_jpg.rf.49881de0d847d70efe49b3a9ce171844.jpg,640,640
empty-shelf,288,211,103,54,232746a9-90e3-4b1d-a7f0-eb62d57ff556_jpg.rf.49881de0d847d70efe49b3a9ce171844.jpg,640,640
empty-shelf,279,7,75,67,232746a9-90e3-4b1d-a7f0-eb62d57ff556_jpg.rf.49881de0d847d70efe49b3a9ce171844.jpg,640,640
empty-shelf,9,117,91,52,232746a9-90e3-4b1d-a7f0-eb62d57ff556_jpg.rf.49881de0d847d70efe49b3a9ce171844.jpg,640,640
empty-shelf,11,376,93,56,232746a9-90e3-4b1d-a7f0-eb62d57ff556_jpg.rf.49881de0d847d70efe49b3a9ce171844.jpg,640,640
empty-shelf,275,4,66,82,232746a9-90e3-4b1d-a7f0-eb62d57ff556_jpg.rf.e1663796dc08780bf54ceccf2bac1724.jpg,640,640
empty-shelf,291,217,73,117,232746a9-90e3-4b1d-a7f0-eb62d57ff556_jpg.rf.e1663796dc08780bf54ceccf2bac1724.jpg,640,640
empty-shelf,416,256,105,89,232746a9-90e3-4b1d-a7f0-eb62d57ff556_jpg.rf.e1663796dc08780bf54ceccf2bac1724.jpg,640,640
empty-shelf,442,491,126,97,232746a9-90e3-4b1d-a7f0-eb62d57ff556_jpg.rf.e1663796dc08780bf54ceccf2bac1724.jpg,640,640
empty-shelf,155,428,111,116,232746a9-90e3-4b1d-a7f0-eb62d57ff556_jpg.rf.e1663796dc08780bf54ceccf2bac1724.jpg,640,640
empty-shelf,4,373,94,57,232746a9-90e3-4b1d-a7f0-eb62d57ff556_jpg.rf.e1663796dc08780bf54ceccf2bac1724.jpg,640,640
empty-shelf,6,121,81,39,232746a9-90e3-4b1d-a7f0-eb62d57ff556_jpg.rf.e1663796dc08780bf54ceccf2bac1724.jpg,640,640
empty-shelf,62,155,45,33,23976389-8420-456a-9921-52377c64876e_jpg.rf.48f2b1a85081efe470968c72aa0da518.jpg,640,640
empty-shelf,592,239,48,54,23976389-8420-456a-9921-52377c64876e_jpg.rf.48f2b1a85081efe470968c72aa0da518.jpg,640,640
empty-shelf,597,177,43,51,23976389-8420-456a-9921-52377c64876e_jpg.rf.48f2b1a85081efe470968c72aa0da518.jpg,640,640
empty-shelf,326,274,18,30,23976389-8420-456a-9921-52377c64876e_jpg.rf.48f2b1a85081efe470968c72aa0da518.jpg,640,640
empty-shelf,470,274,44,38,23976389-8420-456a-9921-52377c64876e_jpg.rf.48f2b1a85081efe470968c72aa0da518.jpg,640,640
empty-shelf,2,274,37,40,23976389-8420-456a-9921-52377c64876e_jpg.rf.48f2b1a85081efe470968c72aa0da518.jpg,640,640
empty-shelf,363,405,40,50,23976389-8420-456a-9921-52377c64876e_jpg.rf.48f2b1a85081efe470968c72aa0da518.jpg,640,640
empty-shelf,494,409,67,56,23976389-8420-456a-9921-52377c64876e_jpg.rf.48f2b1a85081efe470968c72aa0da518.jpg,640,640
empty-shelf,95,543,54,32,23976389-8420-456a-9921-52377c64876e_jpg.rf.48f2b1a85081efe470968c72aa0da518.jpg,640,640
empty-shelf,73,277,30,39,23976389-8420-456a-9921-52377c64876e_jpg.rf.48f2b1a85081efe470968c72aa0da518.jpg,640,640
empty-shelf,49,154,65,38,23976389-8420-456a-9921-52377c64876e_jpg.rf.66ece58ff74aafbe33a37b991408aa3e.jpg,640,640
empty-shelf,4,273,36,34,23976389-8420-456a-9921-52377c64876e_jpg.rf.66ece58ff74aafbe33a37b991408aa3e.jpg,640,640
empty-shelf,67,278,20,25,23976389-8420-456a-9921-52377c64876e_jpg.rf.66ece58ff74aafbe33a37b991408aa3e.jpg,640,640
empty-shelf,147,275,53,47,23976389-8420-456a-9921-52377c64876e_jpg.rf.66ece58ff74aafbe33a37b991408aa3e.jpg,640,640
empty-shelf,316,280,20,21,23976389-8420-456a-9921-52377c64876e_jpg.rf.66ece58ff74aafbe33a37b991408aa3e.jpg,640,640
empty-shelf,596,254,44,36,23976389-8420-456a-9921-52377c64876e_jpg.rf.66ece58ff74aafbe33a37b991408aa3e.jpg,640,640
empty-shelf,586,168,52,61,23976389-8420-456a-9921-52377c64876e_jpg.rf.66ece58ff74aafbe33a37b991408aa3e.jpg,640,640
empty-shelf,487,156,86,23,23976389-8420-456a-9921-52377c64876e_jpg.rf.66ece58ff74aafbe33a37b991408aa3e.jpg,640,640
empty-shelf,109,538,55,45,23976389-8420-456a-9921-52377c64876e_jpg.rf.66ece58ff74aafbe33a37b991408aa3e.jpg,640,640
empty-shelf,356,398,48,61,23976389-8420-456a-9921-52377c64876e_jpg.rf.66ece58ff74aafbe33a37b991408aa3e.jpg,640,640
empty-shelf,503,398,61,58,23976389-8420-456a-9921-52377c64876e_jpg.rf.66ece58ff74aafbe33a37b991408aa3e.jpg,640,640
empty-shelf,190,362,52,30,23976389-8420-456a-9921-52377c64876e_jpg.rf.98fd37848c7eebe0d1edab1f222be32c.jpg,640,640
empty-shelf,184,532,55,30,23976389-8420-456a-9921-52377c64876e_jpg.rf.98fd37848c7eebe0d1edab1f222be32c.jpg,640,640
empty-shelf,353,602,50,38,23976389-8420-456a-9921-52377c64876e_jpg.rf.98fd37848c7eebe0d1edab1f222be32c.jpg,640,640
empty-shelf,337,322,27,20,23976389-8420-456a-9921-52377c64876e_jpg.rf.98fd37848c7eebe0d1edab1f222be32c.jpg,640,640
empty-shelf,204,110,36,88,23976389-8420-456a-9921-52377c64876e_jpg.rf.98fd37848c7eebe0d1edab1f222be32c.jpg,640,640
empty-shelf,449,56,42,58,23976389-8420-456a-9921-52377c64876e_jpg.rf.98fd37848c7eebe0d1edab1f222be32c.jpg,640,640
empty-shelf,454,329,29,20,23976389-8420-456a-9921-52377c64876e_jpg.rf.98fd37848c7eebe0d1edab1f222be32c.jpg,640,640
empty-shelf,455,487,36,68,23976389-8420-456a-9921-52377c64876e_jpg.rf.98fd37848c7eebe0d1edab1f222be32c.jpg,640,640
empty-shelf,420,604,59,36,23976389-8420-456a-9921-52377c64876e_jpg.rf.98fd37848c7eebe0d1edab1f222be32c.jpg,640,640
empty-shelf,516,574,21,48,23976389-8420-456a-9921-52377c64876e_jpg.rf.98fd37848c7eebe0d1edab1f222be32c.jpg,640,640
empty-shelf,268,313,98,198,240aef26-e03b-401e-969e-3e44ac5b0753_jpg.rf.1aaa6dfc432f6ac7b25698ce70b9652f.jpg,640,640
empty-shelf,375,332,209,76,240aef26-e03b-401e-969e-3e44ac5b0753_jpg.rf.1aaa6dfc432f6ac7b25698ce70b9652f.jpg,640,640
empty-shelf,399,30,103,113,240aef26-e03b-401e-969e-3e44ac5b0753_jpg.rf.1aaa6dfc432f6ac7b25698ce70b9652f.jpg,640,640
empty-shelf,65,326,72,276,240aef26-e03b-401e-969e-3e44ac5b0753_jpg.rf.1aaa6dfc432f6ac7b25698ce70b9652f.jpg,640,640
empty-shelf,5,144,131,120,240aef26-e03b-401e-969e-3e44ac5b0753_jpg.rf.788977ba7283fe3bee23fc9275d3628f.jpg,640,640
empty-shelf,332,40,70,242,240aef26-e03b-401e-969e-3e44ac5b0753_jpg.rf.788977ba7283fe3bee23fc9275d3628f.jpg,640,640
empty-shelf,334,304,149,82,240aef26-e03b-401e-969e-3e44ac5b0753_jpg.rf.788977ba7283fe3bee23fc9275d3628f.jpg,640,640
empty-shelf,322,506,282,88,240aef26-e03b-401e-969e-3e44ac5b0753_jpg.rf.788977ba7283fe3bee23fc9275d3628f.jpg,640,640
empty-shelf,14,473,237,100,240aef26-e03b-401e-969e-3e44ac5b0753_jpg.rf.788977ba7283fe3bee23fc9275d3628f.jpg,640,640
empty-shelf,183,250,137,85,240aef26-e03b-401e-969e-3e44ac5b0753_jpg.rf.ead5162b8e1cdfd6c83e876df239d0d0.jpg,640,640
empty-shelf,238,364,84,211,240aef26-e03b-401e-969e-3e44ac5b0753_jpg.rf.ead5162b8e1cdfd6c83e876df239d0d0.jpg,640,640
empty-shelf,514,388,107,110,240aef26-e03b-401e-969e-3e44ac5b0753_jpg.rf.ead5162b8e1cdfd6c83e876df239d0d0.jpg,640,640
empty-shelf,387,78,235,97,240aef26-e03b-401e-969e-3e44ac5b0753_jpg.rf.ead5162b8e1cdfd6c83e876df239d0d0.jpg,640,640
empty-shelf,39,48,276,91,240aef26-e03b-401e-969e-3e44ac5b0753_jpg.rf.ead5162b8e1cdfd6c83e876df239d0d0.jpg,640,640
empty-shelf,240,173,36,56,24764563-954e-46fe-b8b4-05d52c18641b_jpg.rf.4535742a05659aee0e0e8d8fdaf500fa.jpg,640,640
empty-shelf,304,296,48,56,24764563-954e-46fe-b8b4-05d52c18641b_jpg.rf.4535742a05659aee0e0e8d8fdaf500fa.jpg,640,640
empty-shelf,377,270,43,90,24764563-954e-46fe-b8b4-05d52c18641b_jpg.rf.4535742a05659aee0e0e8d8fdaf500fa.jpg,640,640
empty-shelf,375,559,45,38,24764563-954e-46fe-b8b4-05d52c18641b_jpg.rf.4535742a05659aee0e0e8d8fdaf500fa.jpg,640,640
empty-shelf,72,514,59,24,24764563-954e-46fe-b8b4-05d52c18641b_jpg.rf.4535742a05659aee0e0e8d8fdaf500fa.jpg,640,640
empty-shelf,73,551,54,42,24764563-954e-46fe-b8b4-05d52c18641b_jpg.rf.4535742a05659aee0e0e8d8fdaf500fa.jpg,640,640
empty-shelf,219,36,59,42,24764563-954e-46fe-b8b4-05d52c18641b_jpg.rf.62248903f3bdc2258c54271bf9dcfe02.jpg,640,640
empty-shelf,213,273,61,104,24764563-954e-46fe-b8b4-05d52c18641b_jpg.rf.62248903f3bdc2258c54271bf9dcfe02.jpg,640,640
empty-shelf,361,409,39,54,24764563-954e-46fe-b8b4-05d52c18641b_jpg.rf.62248903f3bdc2258c54271bf9dcfe02.jpg,640,640
empty-shelf,421,324,68,23,24764563-954e-46fe-b8b4-05d52c18641b_jpg.rf.62248903f3bdc2258c54271bf9dcfe02.jpg,640,640
empty-shelf,433,390,53,18,24764563-954e-46fe-b8b4-05d52c18641b_jpg.rf.62248903f3bdc2258c54271bf9dcfe02.jpg,640,640
empty-shelf,285,532,49,79,24764563-954e-46fe-b8b4-05d52c18641b_jpg.rf.62248903f3bdc2258c54271bf9dcfe02.jpg,640,640
empty-shelf,272,225,102,36,24764563-954e-46fe-b8b4-05d52c18641b_jpg.rf.6d8c1f00403e9e55a298c56a18477906.jpg,640,640
empty-shelf,156,363,100,21,24764563-954e-46fe-b8b4-05d52c18641b_jpg.rf.6d8c1f00403e9e55a298c56a18477906.jpg,640,640
empty-shelf,294,438,16,39,24764563-954e-46fe-b8b4-05d52c18641b_jpg.rf.6d8c1f00403e9e55a298c56a18477906.jpg,640,640
empty-shelf,502,532,27,55,24764563-954e-46fe-b8b4-05d52c18641b_jpg.rf.6d8c1f00403e9e55a298c56a18477906.jpg,640,640
empty-shelf,556,527,26,41,24764563-954e-46fe-b8b4-05d52c18641b_jpg.rf.6d8c1f00403e9e55a298c56a18477906.jpg,640,640
empty-shelf,561,216,38,44,24764563-954e-46fe-b8b4-05d52c18641b_jpg.rf.6d8c1f00403e9e55a298c56a18477906.jpg,640,640
empty-shelf,269,354,86,159,27d5166b-b411-41d7-b3a2-42156691f531_jpg.rf.29cc8538b05e3bb0081c1c3f1f0e03f4.jpg,640,640
empty-shelf,414,353,107,150,27d5166b-b411-41d7-b3a2-42156691f531_jpg.rf.29cc8538b05e3bb0081c1c3f1f0e03f4.jpg,640,640
empty-shelf,121,487,99,53,27d5166b-b411-41d7-b3a2-42156691f531_jpg.rf.29cc8538b05e3bb0081c1c3f1f0e03f4.jpg,640,640
empty-shelf,275,596,83,44,27d5166b-b411-41d7-b3a2-42156691f531_jpg.rf.29cc8538b05e3bb0081c1c3f1f0e03f4.jpg,640,640
